composer,set,setCode,pieceNumber,compSet,keyName,mode,keyChroma,pieceID,snippitName,,pieceTitle,excerptID,pickUpLength,notes
Heller,1,heller-1,6,heller1.6,B,minor,11,m11,heller1.11min,,,,,
Heller,1,heller-1,7,heller1.7,A,Major,9,M9,heller1.9maj,,,,,
Heller,1,heller-1,8,heller1.8,F#,minor,6,m6,heller1.6min,,,,,
Heller,1,heller-1,9,heller1.9,E,Major,4,M4,heller1.4maj,,,,,
Heller,1,heller-1,10,heller1.10,C#,minor,1,m1,heller1.1min,,,,,
Heller,1,heller-1,11,heller1.11,B,Major,11,M11,heller1.11maj,,,,,
Heller,1,heller-1,12,heller1.12,G#,minor,8,m8,heller1.8min,,,,,
Heller,1,heller-1,13,heller1.13,Gb,Major,6,M6,heller1.6maj,,,,,
Heller,1,heller-1,14,heller1.14,Eb,minor,3,m3,heller1.3min,,,,,
Heller,1,heller-1,15,heller1.15,Db,Major,1,M1,heller1.1maj,,,,,
Heller,1,heller-1,16,heller1.16,Bb,minor,10,m10,heller1.10min,,,,,
Heller,1,heller-1,17,heller1.17,Ab,Major,8,M8,heller1.8maj,,,,,
Heller,1,heller-1,18,heller1.18,F,minor,5,m5,heller1.5min,,,,,
Heller,1,heller-1,19,heller1.19,Eb,Major,3,M3,heller1.3maj,,,,,
Heller,1,heller-1,20,heller1.20,C,minor,0,m0,heller1.0min,,,,,
Heller,1,heller-1,21,heller1.21,Bb,Major,10,M10,heller1.10maj,,,,,
Heller,1,heller-1,22,heller1.22,G,minor,7,m7,heller1.7min,,,,,
Heller,1,heller-1,23,heller1.23,F,Major,5,M5,heller1.5maj,,,,,
Heller,1,heller-1,24,heller1.24,Db,minor,1,m1,heller1.1min,,,,,
Palmgren,1,palmgren-1,1,palmgren1.1,E,minor,4,m4,palmgren1.4min,,Kansan tapaan (In Folk style),,,
Palmgren,1,palmgren-1,2,palmgren1.2,A,Major,9,M9,palmgren1.9maj,,,,,
Palmgren,1,palmgren-1,3,palmgren1.3,E,Major,4,M4,palmgren1.4maj,,,,,
Palmgren,1,palmgren-1,4,palmgren1.4,C#,minor,1,m1,palmgren1.1min,,,,,
Palmgren,1,palmgren-1,5,palmgren1.5,G,Major,7,M7,palmgren1.7maj,,,,,
Palmgren,1,palmgren-1,6,palmgren1.6,G,minor,7,m7,palmgren1.7min,,Sarabande,,,
Palmgren,1,palmgren-1,7,palmgren1.7,D,Major,2,M2,palmgren1.2maj,,,,,
Palmgren,1,palmgren-1,8,palmgren1.8,B,minor,11,m11,palmgren1.11min,,,,,
Palmgren,1,palmgren-1,9,palmgren1.9,G#,minor,8,m8,palmgren1.8min,,Kehtolaulu (Cradle song),,,
Palmgren,1,palmgren-1,10,palmgren1.10,Ab,Major,8,M8,palmgren1.8maj,,Kansan tapaan (In Folk Style),,,
Palmgren,1,palmgren-1,11,palmgren1.11,C,Major,0,M0,palmgren1.0maj,,Unikuva (Dream Picture),,,
Palmgren,1,palmgren-1,12,palmgren1.12,Ab,minor,8,m8,palmgren1.8min,,Meri (The Sea),,,
Palmgren,1,palmgren-1,13,palmgren1.13,B,Major,11,M11,palmgren1.11maj,,,,,
Palmgren,1,palmgren-1,14,palmgren1.14,D,minor,2,m2,palmgren1.2min,,,,,
Palmgren,1,palmgren-1,15,palmgren1.15,Bb,Major,10,M10,palmgren1.10maj,,Piiritanssi (Round Dance),,,
Palmgren,1,palmgren-1,16,palmgren1.16,F,Major,5,M5,palmgren1.5maj,,,,,
Palmgren,1,palmgren-1,17,palmgren1.17,F,minor,5,m5,palmgren1.5min,,,,,
Palmgren,1,palmgren-1,18,palmgren1.18,F#,minor,6,m6,palmgren1.6min,,Duo,,,
Palmgren,1,palmgren-1,19,palmgren1.19,F#,Major,6,M6,palmgren1.6maj,,Linnunlaulua,,,
Palmgren,1,palmgren-1,20,palmgren1.20,Eb,Major,3,M3,palmgren1.3maj,,In Memoriam,,,
Palmgren,1,palmgren-1,21,palmgren1.21,C,minor,0,m0,palmgren1.0min,,,,,
Palmgren,1,palmgren-1,22,palmgren1.22,Eb,minor,3,m3,palmgren1.3min,,,,,
Palmgren,1,palmgren-1,23,palmgren1.23,Bb,minor,10,m10,palmgren1.10min,,Venezia,,,
Palmgren,1,palmgren-1,24,palmgren1.24,Db,Major,1,M1,palmgren1.1maj,,Sota (War),,,
Shostakovich,3,shostakovich-3,1,shostakovich3.1,C,Major,0,M0,shostako3.0maj,,Fugue 1,,,
Shostakovich,3,shostakovich-3,2,shostakovich3.2,A,minor,9,m9,shostako3.9min,,Fugue 2,,,
Shostakovich,3,shostakovich-3,3,shostakovich3.3,G,Major,7,M7,shostako3.7maj,,Fugue 3,,,
Shostakovich,3,shostakovich-3,4,shostakovich3.4,E,minor,4,m4,shostako3.4min,,Fugue 4,,,
Shostakovich,3,shostakovich-3,5,shostakovich3.5,D,Major,2,M2,shostako3.2maj,,Fugue 5,,,
Shostakovich,3,shostakovich-3,6,shostakovich3.6,B,minor,11,m11,shostako3.11min,,Fugue 6,,,
Shostakovich,3,shostakovich-3,7,shostakovich3.7,A,Major,9,M9,shostako3.9maj,,Fugue 7,,,
Shostakovich,3,shostakovich-3,8,shostakovich3.8,F#,minor,6,m6,shostako3.6min,,Fugue 8,,,
Shostakovich,3,shostakovich-3,9,shostakovich3.9,E,Major,4,M4,shostako3.4maj,,Fugue 9,,,
Shostakovich,3,shostakovich-3,10,shostakovich3.10,C#,minor,1,m1,shostako3.1min,,Fugue 10,,,
Shostakovich,3,shostakovich-3,11,shostakovich3.11,B,Major,11,M11,shostako3.11maj,,Fugue 11,,,
Shostakovich,3,shostakovich-3,12,shostakovich3.12,G#,minor,8,m8,shostako3.8min,,Fugue 12,,,
Shostakovich,3,shostakovich-3,13,shostakovich3.13,F#,Major,6,M6,shostako3.6maj,,Fugue 13,,,
Shostakovich,3,shostakovich-3,14,shostakovich3.14,Eb,minor,3,m3,shostako3.3min,,Fugue 14,,,
Shostakovich,3,shostakovich-3,15,shostakovich3.15,Db,Major,1,M1,shostako3.1maj,,Fugue 15,,,
Shostakovich,3,shostakovich-3,16,shostakovich3.16,Bb,minor,10,m10,shostako3.10min,,Fugue 16,,,
Shostakovich,3,shostakovich-3,17,shostakovich3.17,Ab,Major,8,M8,shostako3.8maj,,Fugue 17,,,
Shostakovich,3,shostakovich-3,18,shostakovich3.18,F,minor,5,m5,shostako3.5min,,Fugue 18,,,
Shostakovich,3,shostakovich-3,19,shostakovich3.19,Eb,Major,3,M3,shostako3.3maj,,Fugue 19,,,
Shostakovich,3,shostakovich-3,20,shostakovich3.20,C,minor,0,m0,shostako3.0min,,Fugue 20,,,
Shostakovich,3,shostakovich-3,21,shostakovich3.21,Bb,Major,10,M10,shostako3.10maj,,Fugue 21,,,
Shostakovich,3,shostakovich-3,22,shostakovich3.22,G,minor,7,m7,shostako3.7min,,Fugue 22,,,
Shostakovich,3,shostakovich-3,23,shostakovich3.23,F,Major,5,M5,shostako3.5maj,,Fugue 23,,,
Shostakovich,3,shostakovich-3,24,shostakovich3.24,Db,minor,1,m1,shostako3.1min,,Fugue 24,,,
Kabalevsky,1,kabalevsky-1,1,kabalevsky1.1,C,Major,0,M0,kabalevs1.0maj,,1,,,
Kabalevsky,1,kabalevsky-1,2,kabalevsky1.2,A,minor,9,m9,kabalevs1.9min,,2,,,
Kabalevsky,1,kabalevsky-1,3,kabalevsky1.3,G,Major,7,M7,kabalevs1.7maj,,3,,,
Kabalevsky,1,kabalevsky-1,4,kabalevsky1.4,E,minor,4,m4,kabalevs1.4min,,4,,,
Kabalevsky,1,kabalevsky-1,5,kabalevsky1.5,D,Major,2,M2,kabalevs1.2maj,,5,,,
Kabalevsky,1,kabalevsky-1,6,kabalevsky1.6,B,minor,11,m11,kabalevs1.11min,,6,,,
Kabalevsky,1,kabalevsky-1,7,kabalevsky1.7,A,Major,9,M9,kabalevs1.9maj,,7,,,
Kabalevsky,1,kabalevsky-1,8,kabalevsky1.8,F#,minor,6,m6,kabalevs1.6min,,8,,,
Kabalevsky,1,kabalevsky-1,9,kabalevsky1.9,E,Major,4,M4,kabalevs1.4maj,,9,,,
Kabalevsky,1,kabalevsky-1,10,kabalevsky1.10,C#,minor,1,m1,kabalevs1.1min,,10,,,
Kabalevsky,1,kabalevsky-1,11,kabalevsky1.11,B,Major,11,M11,kabalevs1.11maj,,11,,,
Kabalevsky,1,kabalevsky-1,12,kabalevsky1.12,G#,minor,8,m8,kabalevs1.8min,,12,,,
Kabalevsky,1,kabalevsky-1,13,kabalevsky1.13,F#,Major,6,M6,kabalevs1.6maj,,13,,,
Kabalevsky,1,kabalevsky-1,14,kabalevsky1.14,Eb,minor,3,m3,kabalevs1.3min,,14,,,
Kabalevsky,1,kabalevsky-1,15,kabalevsky1.15,Db,Major,1,M1,kabalevs1.1maj,,15,,,
Kabalevsky,1,kabalevsky-1,16,kabalevsky1.16,Bb,minor,10,m10,kabalevs1.10min,,16,,,
Kabalevsky,1,kabalevsky-1,17,kabalevsky1.17,Ab,Major,8,M8,kabalevs1.8maj,,17,,,
Kabalevsky,1,kabalevsky-1,18,kabalevsky1.18,F,minor,5,m5,kabalevs1.5min,,18,,,
Kabalevsky,1,kabalevsky-1,19,kabalevsky1.19,Eb,Major,3,M3,kabalevs1.3maj,,19,,,
Kabalevsky,1,kabalevsky-1,20,kabalevsky1.20,C,minor,0,m0,kabalevs1.0min,,20,,,
Kabalevsky,1,kabalevsky-1,21,kabalevsky1.21,Bb,Major,10,M10,kabalevs1.10maj,,21,,,
Kabalevsky,1,kabalevsky-1,22,kabalevsky1.22,G,minor,7,m7,kabalevs1.7min,,22,,,
Kabalevsky,1,kabalevsky-1,23,kabalevsky1.23,F,Major,5,M5,kabalevs1.5maj,,23,,,
Kabalevsky,1,kabalevsky-1,24,kabalevsky1.24,Db,minor,1,m1,kabalevs1.1min,,24,,,
Kessler,1,kessler-1,1,kessler1.1,C,Major,0,M0,kessler1.0maj,,1,,,
Kessler,1,kessler-1,2,kessler1.2,A,minor,9,m9,kessler1.9min,,2,,,
Kessler,1,kessler-1,3,kessler1.3,F,Major,5,M5,kessler1.5maj,,3,,,
Kessler,1,kessler-1,4,kessler1.4,D,minor,2,m2,kessler1.2min,,4,,,
Kessler,1,kessler-1,5,kessler1.5,Bb,Major,10,M10,kessler1.10maj,,5,,,
Kessler,1,kessler-1,6,kessler1.6,G,minor,7,m7,kessler1.7min,,6,,,
Kessler,1,kessler-1,7,kessler1.7,Eb,Major,3,M3,kessler1.3maj,,7,,,
Kessler,1,kessler-1,8,kessler1.8,C,minor,0,m0,kessler1.0min,,8,,,
Kessler,1,kessler-1,9,kessler1.9,Ab,Major,8,M8,kessler1.8maj,,9,,,
Kessler,1,kessler-1,10,kessler1.10,F,minor,5,m5,kessler1.5min,,10,,,
Kessler,1,kessler-1,11,kessler1.11,Db,Major,1,M1,kessler1.1maj,,11,,,
Kessler,1,kessler-1,12,kessler1.12,Bb,minor,10,m10,kessler1.10min,,12,,,
Kessler,1,kessler-1,13,kessler1.13,F#,Major,6,M6,kessler1.6maj,,13,,,
Kessler,1,kessler-1,14,kessler1.14,Eb,minor,3,m3,kessler1.3min,,14,,,
Kessler,1,kessler-1,15,kessler1.15,B,Major,11,M11,kessler1.11maj,,15,,,
Kessler,1,kessler-1,16,kessler1.16,G#,minor,8,m8,kessler1.8min,,16,,,
Kessler,1,kessler-1,17,kessler1.17,E,Major,4,M4,kessler1.4maj,,17,,0.1666666667,
Kessler,1,kessler-1,18,kessler1.18,C#,minor,1,m1,kessler1.1min,,18,,,
Kessler,1,kessler-1,19,kessler1.19,A,Major,9,M9,kessler1.9maj,,19,,,
Kessler,1,kessler-1,20,kessler1.20,F#,minor,6,m6,kessler1.6min,,20,,,
Kessler,1,kessler-1,21,kessler1.21,D,Major,2,M2,kessler1.2maj,,21,,,
Kessler,1,kessler-1,22,kessler1.22,B,minor,11,m11,kessler1.11min,,22,,,
Kessler,1,kessler-1,23,kessler1.23,G,Major,7,M7,kessler1.7maj,,23,,,
Kessler,1,kessler-1,24,kessler1.24,E,minor,4,m4,kessler1.4min,,24,,,
Kessler,2,kessler-2,1,kessler2.1,F#,Major,6,M6,kessler2.6maj,,1,,,
Kessler,2,kessler-2,2,kessler2.2,E,minor,4,m4,kessler2.4min,,2,,,
Kessler,2,kessler-2,3,kessler2.3,Bb,Major,10,M10,kessler2.10maj,,3,,,
Kessler,2,kessler-2,4,kessler2.4,C,Major,0,M0,kessler2.0maj,,4,,,
Kessler,2,kessler-2,5,kessler2.5,Eb,Major,3,M3,kessler2.3maj,,5,,,
Kessler,2,kessler-2,6,kessler2.6,Ab,Major,8,M8,kessler2.8maj,,6,,,
Kessler,2,kessler-2,7,kessler2.7,Db,Major,1,M1,kessler2.1maj,,7,,,
Kessler,2,kessler-2,8,kessler2.8,C,minor,0,m0,kessler2.0min,,8,,,
Kessler,2,kessler-2,9,kessler2.9,D,Major,2,M2,kessler2.2maj,,9,,,
Kessler,2,kessler-2,10,kessler2.10,F,Major,5,M5,kessler2.5maj,,10,,,
Kessler,2,kessler-2,11,kessler2.11,A,minor,9,m9,kessler2.9min,,11,,,
Kessler,2,kessler-2,12,kessler2.12,D,minor,2,m2,kessler2.2min,,12,,,
Kessler,2,kessler-2,13,kessler2.13,F,minor,5,m5,kessler2.5min,,13,,,
Kessler,2,kessler-2,14,kessler2.14,A,Major,9,M9,kessler2.9maj,,14,,,
Kessler,2,kessler-2,15,kessler2.15,F#,minor,6,m6,kessler2.6min,,15,,,
Kessler,2,kessler-2,16,kessler2.16,G,Major,7,M7,kessler2.7maj,,16,,,
Kessler,2,kessler-2,17,kessler2.17,B,minor,11,m11,kessler2.11min,,17,,,
Kessler,2,kessler-2,18,kessler2.18,G,minor,7,m7,kessler2.7min,,18,,,
Kessler,2,kessler-2,19,kessler2.19,E,Major,4,M4,kessler2.4maj,,19,,,
Kessler,2,kessler-2,20,kessler2.20,C#,minor,1,m1,kessler2.1min,,20,,,
Kessler,2,kessler-2,21,kessler2.21,Eb,minor,3,m3,kessler2.3min,,21,,,
Kessler,2,kessler-2,22,kessler2.22,B,Major,11,M11,kessler2.11maj,,22,,,
Kessler,2,kessler-2,23,kessler2.23,Bb,minor,10,m10,kessler2.10min,,23,,,
Kessler,2,kessler-2,24,kessler2.24,G#,minor,8,m8,kessler2.8min,,24,,,
Kapustin,3,kapustin-3,1,kapustin3.1,C,Major,0,M0,kapustin3.0maj,,1,,,
Kapustin,3,kapustin-3,2,kapustin3.2,B,Major,11,M11,kapustin3.11maj,,2,,,
Kapustin,3,kapustin-3,3,kapustin3.3,F,Major,5,M5,kapustin3.5maj,,3,,,
Kapustin,3,kapustin-3,4,kapustin3.4,C#,minor,1,m1,kapustin3.1min,,4,,,
Kapustin,3,kapustin-3,5,kapustin3.5,Bb,Major,10,M10,kapustin3.10maj,,5,,,
Kapustin,3,kapustin-3,6,kapustin3.6,F#,minor,6,m6,kapustin3.6min,,6,,,
Kapustin,3,kapustin-3,7,kapustin3.7,Eb,Major,3,M3,kapustin3.3maj,,7,,,
Kapustin,3,kapustin-3,8,kapustin3.8,B,minor,11,m11,kapustin3.11min,,8,,,
Kapustin,3,kapustin-3,9,kapustin3.9,Ab,Major,8,M8,kapustin3.8maj,,9,,,
Kapustin,3,kapustin-3,10,kapustin3.10,E,minor,4,m4,kapustin3.4min,,10,,,
Kapustin,3,kapustin-3,11,kapustin3.11,Db,Major,1,M1,kapustin3.1maj,,11,,,
Kapustin,3,kapustin-3,12,kapustin3.12,A,minor,9,m9,kapustin3.9min,,12,,,
Kapustin,3,kapustin-3,13,kapustin3.13,Gb,Major,6,M6,kapustin3.6maj,,13,,,
Kapustin,3,kapustin-3,14,kapustin3.14,D,minor,2,m2,kapustin3.2min,,14,,,
Kapustin,3,kapustin-3,15,kapustin3.15,B,Major,11,M11,kapustin3.11maj,,15,,,
Kapustin,3,kapustin-3,16,kapustin3.16,G,minor,7,m7,kapustin3.7min,,16,,,
Kapustin,3,kapustin-3,17,kapustin3.17,E,Major,4,M4,kapustin3.4maj,,17,,,
Kapustin,3,kapustin-3,18,kapustin3.18,C,minor,0,m0,kapustin3.0min,,18,,,
Kapustin,3,kapustin-3,19,kapustin3.19,A,Major,9,M9,kapustin3.9maj,,19,,,
Kapustin,3,kapustin-3,20,kapustin3.20,F,minor,5,m5,kapustin3.5min,,20,,,
Kapustin,3,kapustin-3,21,kapustin3.21,D,Major,2,M2,kapustin3.2maj,,21,,,
Kapustin,3,kapustin-3,22,kapustin3.22,Bb,minor,10,m10,kapustin3.10min,,22,,,
Kapustin,3,kapustin-3,23,kapustin3.23,G,Major,7,M7,kapustin3.7maj,,23,,,
Kapustin,3,kapustin-3,24,kapustin3.24,Gb,Major,6,M6,kapustin3.6maj,,24,,,
Madsen ,1,madsen -1,1,madsen 1.1,,,#N/A,#N/A,#N/A,,1,,,
Madsen ,1,madsen -1,2,madsen 1.2,,,#N/A,#N/A,#N/A,,2,,,
Madsen ,1,madsen -1,3,madsen 1.3,,,#N/A,#N/A,#N/A,,3,,,
Madsen ,1,madsen -1,4,madsen 1.4,,,#N/A,#N/A,#N/A,,4,,,
Madsen ,1,madsen -1,5,madsen 1.5,,,#N/A,#N/A,#N/A,,5,,,
Madsen ,1,madsen -1,6,madsen 1.6,,,#N/A,#N/A,#N/A,,6,,,
Madsen ,1,madsen -1,7,madsen 1.7,,,#N/A,#N/A,#N/A,,7,,,
Madsen ,1,madsen -1,8,madsen 1.8,,,#N/A,#N/A,#N/A,,8,,,
Madsen ,1,madsen -1,9,madsen 1.9,,,#N/A,#N/A,#N/A,,9,,,
Madsen ,1,madsen -1,10,madsen 1.10,,,#N/A,#N/A,#N/A,,10,,,
Madsen ,1,madsen -1,11,madsen 1.11,,,#N/A,#N/A,#N/A,,11,,,
Madsen ,1,madsen -1,12,madsen 1.12,,,#N/A,#N/A,#N/A,,12,,,
Madsen ,1,madsen -1,13,madsen 1.13,,,#N/A,#N/A,#N/A,,13,,,
Madsen ,1,madsen -1,14,madsen 1.14,,,#N/A,#N/A,#N/A,,14,,,
Madsen ,1,madsen -1,15,madsen 1.15,,,#N/A,#N/A,#N/A,,15,,,
Madsen ,1,madsen -1,16,madsen 1.16,,,#N/A,#N/A,#N/A,,16,,,
Madsen ,1,madsen -1,17,madsen 1.17,,,#N/A,#N/A,#N/A,,17,,,
Madsen ,1,madsen -1,18,madsen 1.18,,,#N/A,#N/A,#N/A,,18,,,
Madsen ,1,madsen -1,19,madsen 1.19,,,#N/A,#N/A,#N/A,,19,,,
Madsen ,1,madsen -1,20,madsen 1.20,,,#N/A,#N/A,#N/A,,20,,,
Madsen ,1,madsen -1,21,madsen 1.21,,,#N/A,#N/A,#N/A,,21,,,
Madsen ,1,madsen -1,22,madsen 1.22,,,#N/A,#N/A,#N/A,,22,,,
Madsen ,1,madsen -1,23,madsen 1.23,,,#N/A,#N/A,#N/A,,23,,,
Madsen ,1,madsen -1,24,madsen 1.24,,,#N/A,#N/A,#N/A,,24,,,
Madsen ,3,madsen -3,1,madsen 3.1,,,#N/A,#N/A,#N/A,,1,,,
Madsen ,3,madsen -3,2,madsen 3.2,,,#N/A,#N/A,#N/A,,2,,,
Madsen ,3,madsen -3,3,madsen 3.3,,,#N/A,#N/A,#N/A,,3,,,
Madsen ,3,madsen -3,4,madsen 3.4,,,#N/A,#N/A,#N/A,,4,,,
Madsen ,3,madsen -3,5,madsen 3.5,,,#N/A,#N/A,#N/A,,5,,,
Madsen ,3,madsen -3,6,madsen 3.6,,,#N/A,#N/A,#N/A,,6,,,
Madsen ,3,madsen -3,7,madsen 3.7,,,#N/A,#N/A,#N/A,,7,,,
Madsen ,3,madsen -3,8,madsen 3.8,,,#N/A,#N/A,#N/A,,8,,,
Madsen ,3,madsen -3,9,madsen 3.9,,,#N/A,#N/A,#N/A,,9,,,
Madsen ,3,madsen -3,10,madsen 3.10,,,#N/A,#N/A,#N/A,,10,,,
Madsen ,3,madsen -3,11,madsen 3.11,,,#N/A,#N/A,#N/A,,11,,,
Madsen ,3,madsen -3,12,madsen 3.12,,,#N/A,#N/A,#N/A,,12,,,
Madsen ,3,madsen -3,13,madsen 3.13,,,#N/A,#N/A,#N/A,,13,,,
Madsen ,3,madsen -3,14,madsen 3.14,,,#N/A,#N/A,#N/A,,14,,,
Madsen ,3,madsen -3,15,madsen 3.15,,,#N/A,#N/A,#N/A,,15,,,
Madsen ,3,madsen -3,16,madsen 3.16,,,#N/A,#N/A,#N/A,,16,,,
Madsen ,3,madsen -3,17,madsen 3.17,,,#N/A,#N/A,#N/A,,17,,,
Madsen ,3,madsen -3,18,madsen 3.18,,,#N/A,#N/A,#N/A,,18,,,
Madsen ,3,madsen -3,19,madsen 3.19,,,#N/A,#N/A,#N/A,,19,,,
Madsen ,3,madsen -3,20,madsen 3.20,,,#N/A,#N/A,#N/A,,20,,,
Madsen ,3,madsen -3,21,madsen 3.21,,,#N/A,#N/A,#N/A,,21,,,
Madsen ,3,madsen -3,22,madsen 3.22,,,#N/A,#N/A,#N/A,,22,,,
Madsen ,3,madsen -3,23,madsen 3.23,,,#N/A,#N/A,#N/A,,23,,,
Madsen ,3,madsen -3,24,madsen 3.24,,,#N/A,#N/A,#N/A,,24,,,
Shostakovich,3,shostakovich-3,1,shostakovich3.1,C,Major,0,M0,shostako3.0maj,,Fugue 1,,0.5,
Shostakovich,3,shostakovich-3,2,shostakovich3.2,A,minor,9,m9,shostako3.9min,,Fugue 2,,,
Shostakovich,3,shostakovich-3,3,shostakovich3.3,G,Major,7,M7,shostako3.7maj,,Fugue 3,,,
Shostakovich,3,shostakovich-3,4,shostakovich3.4,E,minor,4,m4,shostako3.4min,,Fugue 4,,,
Shostakovich,3,shostakovich-3,5,shostakovich3.5,D,Major,2,M2,shostako3.2maj,,Fugue 5,,,
Shostakovich,3,shostakovich-3,6,shostakovich3.6,B,minor,11,m11,shostako3.11min,,Fugue 6,,,
Shostakovich,3,shostakovich-3,7,shostakovich3.7,A,Major,9,M9,shostako3.9maj,,Fugue 7,,,
Shostakovich,3,shostakovich-3,8,shostakovich3.8,F#,minor,6,m6,shostako3.6min,,Fugue 8,,0.3333333333,
Shostakovich,3,shostakovich-3,9,shostakovich3.9,E,Major,4,M4,shostako3.4maj,,Fugue 9,,,
Shostakovich,3,shostakovich-3,10,shostakovich3.10,C#,minor,1,m1,shostako3.1min,,Fugue 10,,,
Shostakovich,3,shostakovich-3,11,shostakovich3.11,B,Major,11,M11,shostako3.11maj,,Fugue 11,,,
Shostakovich,3,shostakovich-3,12,shostakovich3.12,G#,minor,8,m8,shostako3.8min,,Fugue 12,,0.4,
Shostakovich,3,shostakovich-3,13,shostakovich3.13,F#,Major,6,M6,shostako3.6maj,,Fugue 13,,0.5,
Shostakovich,3,shostakovich-3,14,shostakovich3.14,Eb,minor,3,m3,shostako3.3min,,Fugue 14,,,
Shostakovich,3,shostakovich-3,15,shostakovich3.15,Db,Major,1,M1,shostako3.1maj,,Fugue 15,,,
Shostakovich,3,shostakovich-3,16,shostakovich3.16,Bb,minor,10,m10,shostako3.10min,,Fugue 16,,,
Shostakovich,3,shostakovich-3,17,shostakovich3.17,Ab,Major,8,M8,shostako3.8maj,,Fugue 17,,,
Shostakovich,3,shostakovich-3,18,shostakovich3.18,F,minor,5,m5,shostako3.5min,,Fugue 18,,,
Shostakovich,3,shostakovich-3,19,shostakovich3.19,Eb,Major,3,M3,shostako3.3maj,,Fugue 19,,,
Shostakovich,3,shostakovich-3,20,shostakovich3.20,C,minor,0,m0,shostako3.0min,,Fugue 20,,,
Shostakovich,3,shostakovich-3,21,shostakovich3.21,Bb,Major,10,M10,shostako3.10maj,,Fugue 21,,,
Shostakovich,3,shostakovich-3,22,shostakovich3.22,G,minor,7,m7,shostako3.7min,,Fugue 22,,,
Shostakovich,3,shostakovich-3,23,shostakovich3.23,F,Major,5,M5,shostako3.5maj,,Fugue 23,,,
Shostakovich,3,shostakovich-3,24,shostakovich3.24,Db,minor,1,m1,shostako3.1min,,Fugue 24,,0.3333333333,
,,,,.,,,#N/A,,#N/A,,,,,
,,,,.,,,#N/A,,#N/A,,,,,
,,,,.,,,#N/A,,#N/A,,,,,
,,,,.,,,#N/A,,#N/A,,,,,
,,,,.,,,#N/A,,#N/A,,,,,
,,,,.,,,#N/A,,#N/A,,,,,
,,,,.,,,#N/A,,#N/A,,,,,
,,,,.,,,#N/A,,#N/A,,,,,